id,name,age,score
58106,Alice Johnson,79,33.14
58107,Eve Williams,63,
58108,Bob Johnson,21,14.91
58109,Charlie Wilson,53,96.42
58110,Heidi Wilson,74,49.85
58111,Grace Brown,79,62.41
58112,Grace Smith,67,
58113,Alice Rodriguez,42,32.04
58114,Charlie Williams,26,20.5
58115,Bob Smith,53,5.88
58116,  Grace Brown  ,23,87.67
58117,Alice Wilson,37,28.44
58118,Ivan Rodriguez,66,37.69
58119,Judy Davis,74,81.98
58120,Grace Jones,78,37.71
58121,Ivan Davis,42,43.17
58122,Grace Jones,25,35.35
58123,Frank Davis,76,61.21
58124,Diana Miller,64,22.57
58125,Bob Wilson,77,66.22
58126,Charlie Rodriguez,45,51.59
58127,Charlie Smith,54,68.0
58128,Ivan Williams,18,35.4
58129,Heidi Miller,78,35.85
58130,Frank Wilson,33,4.55
58131,Grace Rodriguez,64,60.43
58132,Charlie Garcia,37,25.95
58133,Heidi Brown,51,41.74
58134,Bob Wilson,64,93.02
58135,Eve Rodriguez,49,19.87
58136,Bob Smith,74,11.34
58137,Judy Garcia,38,46.82
58138,  Charlie Rodriguez  ,32,34.36
58139,Grace Rodriguez,34,
58140,Alice Garcia,38,41.77
58141,Ivan Miller,71,74.19
58142,Grace Williams,76,53.85
58143,Grace Davis,27,38.11
58144,Alice Garcia,68,2.35
58145,Frank Jones,54,78.56
58146,Frank Rodriguez,71,75.94
58147,Bob Wilson,38,
58148,Judy Rodriguez,20,20.06
58149,Eve Williams,71,69.65
58150,Diana Johnson,26,25.84
58151,Eve Miller,56,27.46
58152,Ivan Jones,,67.03
58153,Judy Smith,22,47.06
58154,Heidi Brown,55,
58155,  Bob Brown  ,52,33.8
58156,  Bob Garcia  ,38,29.17
58157,Charlie Brown,46,46.04
58158,Charlie Jones,78,63.54
58159,Alice Brown,32,2.69
58160,Diana Garcia,30,78.71
58161,Judy Miller,49,83.15
58162,Frank Brown,32,64.08
58163,Ivan Jones,68,47.95
58164,Eve Brown,77,38.86
58165,Judy Smith,50,88.11
58166,Eve Rodriguez,80,85.26
58167,  Heidi Miller  ,65,92.5
58168,Judy Brown,41,56.46
58169,Diana Garcia,60,53.71
58170,Bob Jones,48,16.8
58171,Frank Johnson,72,58.44
58172,Heidi Brown,53,84.55
58173,Heidi Garcia,75,
58174,Charlie Jones,37,11.69
58175,Frank Garcia,20,88.05
58176,Ivan Williams,32,44.15
58177,Diana Brown,54,82.16
58178,Bob Williams,52,61.91
58179,Ivan Smith,21,87.13
58180,Alice Smith,70,57.69
58181,Diana Williams,62,34.4
58182,Bob Brown,32,62.51
58183,Ivan Smith,42,82.69
58184,Alice Miller,37,71.68
58185,Diana Miller,54,58.87
58186,Judy Jones,36,87.62
58187,Frank Rodriguez,31,89.67
58188,Frank Jones,51,2.07
58189,Judy Garcia,59,2.61
58190,Ivan Williams,61,26.82
58191,  Heidi Jones  ,27,3.31
58192,  Alice Johnson  ,47,18.06
58193,Diana Garcia,35,89.16
58194,Heidi Brown,21,42.24
58195,Eve Garcia,71,21.92
58196,Grace Rodriguez,24,
58197,Eve Jones,48,62.32
58198,  Eve Jones  ,53,72.38
58199,  Grace Wilson  ,50,25.81
58200,Heidi Smith,32,80.18
58201,Alice Williams,41,83.2
58202,Bob Davis,48,50.11
58203,Ivan Davis,41,62.81
58204,Ivan Miller,21,58.42
58205,Ivan Wilson,80,
58206,Heidi Wilson,22,62.47
58207,Diana Davis,48,14.1
58208,Frank Rodriguez,58,0.06
58209,Diana Wilson,35,92.35
58210,Diana Miller,57,10.3
58211,Judy Miller,22,21.02
58212,Heidi Brown,77,67.58
58213,Charlie Wilson,61,29.24
58214,Heidi Wilson,31,27.94
58215,Heidi Davis,73,70.66
58216,Frank Davis,47,68.76
58217,Diana Garcia,64,13.04
58218,Judy Brown,51,
58219,  Grace Brown  ,72,23.55
58220,Judy Jones,70,78.16
58221,  Judy Smith  ,30,79.82
58222,Diana Johnson,67,33.82
58223,Heidi Smith,80,51.88
58224,Alice Williams,60,29.26
58225,Grace Wilson,74,98.68
58226,Judy Wilson,69,77.22
58227,Grace Wilson,56,75.59
58228,Judy Jones,38,19.21
58229,Grace Smith,64,
58230,Charlie Miller,57,67.07
58231,Diana Davis,48,5.24
58232,Bob Wilson,71,18.63
58233,Grace Davis,54,15.49
58234,Heidi Garcia,28,24.79
58235,Bob Smith,79,94.37
58236,  Heidi Johnson  ,64,80.15
58237,Alice Miller,57,92.48
58238,Frank Wilson,37,59.19
58239,Ivan Wilson,24,42.33
58240,Alice Smith,66,10.23
58241,Ivan Miller,60,88.75
58242,Alice Rodriguez,59,77.18
58243,Diana Brown,78,82.78
58244,Charlie Johnson,73,18.53
58245,Bob Johnson,78,
58246,  Frank Brown  ,36,86.85
58247,Alice Davis,38,45.5
58248,Heidi Jones,71,54.63
58249,Eve Miller,46,97.36
58250,Eve Smith,47,46.09
58251,Judy Smith,28,5.0
58252,Heidi Davis,,63.16
58253,Bob Smith,50,59.05
58254,Judy Garcia,61,40.77
58255,Frank Smith,72,44.37
58256,Charlie Garcia,32,27.59
58257,Alice Wilson,74,1.92
58258,  Alice Garcia  ,19,26.54
58259,Frank Garcia,29,96.7
58260,Frank Williams,19,32.18
58261,Eve Rodriguez,27,13.07
58262,Diana Smith,57,52.74
58263,Diana Jones,55,9.74
58264,Alice Smith,32,21.64
58265,  Ivan Rodriguez  ,56,61.37
58266,Ivan Johnson,75,60.63
58267,Eve Rodriguez,23,54.84
58268,Grace Williams,22,60.24
58269,Grace Miller,51,50.93
58270,Bob Smith,24,15.29
58271,Diana Miller,62,28.04
58272,Bob Jones,36,85.53
58273,Frank Johnson,34,3.82
58274,  Alice Brown  ,51,52.09
58275,Frank Jones,36,81.46
58276,Ivan Smith,25,70.71
58277,Heidi Williams,33,23.21
58278,Ivan Rodriguez,61,42.28
58279,Judy Wilson,52,81.45
58280,Grace Williams,77,11.27
58281,Grace Jones,36,33.8
58282,Heidi Wilson,27,22.65
58283,Grace Garcia,61,47.86
58284,Frank Davis,73,78.72
58285,Diana Wilson,18,
58286,Charlie Davis,62,20.85
58287,Alice Johnson,18,21.79
58288,Frank Davis,35,6.73
58289,Heidi Smith,39,64.14
58290,Heidi Johnson,43,13.54
58291,Heidi Brown,21,43.17
58292,Ivan Brown,28,40.26
58293,Frank Wilson,53,78.58
58294,Ivan Davis,60,64.72
58295,Heidi Garcia,44,95.1
58296,Charlie Rodriguez,48,60.91
58297,Eve Garcia,45,46.54
58298,Diana Garcia,65,87.87
58299,Heidi Davis,57,51.13
58300,Bob Smith,49,39.28
58301,  Eve Miller  ,80,43.41
58302,  Frank Jones  ,62,0.31
58303,Diana Garcia,70,35.86
58304,Heidi Johnson,70,38.57
58305,Ivan Wilson,66,0.08
58306,Grace Davis,70,5.26
58307,Bob Wilson,26,73.91
58308,Bob Garcia,77,4.11
58309,Alice Jones,25,11.25
58310,Judy Wilson,45,42.51
58311,Eve Garcia,32,43.38
58312,Diana Johnson,53,4.92
58313,Heidi Davis,75,98.95
58314,Grace Davis,78,78.79
58315,Eve Garcia,61,42.28
58316,Charlie Smith,51,12.09
58317,Frank Brown,35,36.64
58318,Frank Brown,22,48.13
58319,Eve Wilson,24,55.39
58320,  Frank Miller  ,77,21.98
58321,  Ivan Smith  ,,90.88
58322,Bob Wilson,58,7.42
58323,  Charlie Rodriguez  ,55,77.23
58324,Eve Miller,66,18.02
58325,Bob Brown,63,40.86
58326,Ivan Brown,54,43.53
58327,Bob Smith,35,67.17
58328,Judy Garcia,53,34.98
58329,Diana Rodriguez,41,12.69
58330,  Ivan Johnson  ,35,79.22
58331,  Charlie Rodriguez  ,50,47.47
58332,Bob Davis,76,20.38
58333,Grace Jones,78,12.4
58334,Alice Garcia,23,54.56
58335,Diana Williams,57,60.44
58336,Ivan Johnson,49,82.6
58337,Judy Wilson,74,
58338,Ivan Brown,61,65.86
58339,Heidi Rodriguez,77,63.33
58340,Alice Garcia,20,73.01
58341,  Grace Williams  ,67,90.92
58342,Heidi Johnson,41,
58343,Ivan Wilson,30,26.71
58344,Judy Wilson,29,68.11
58345,Judy Davis,18,18.24
58346,Eve Smith,71,82.77
58347,Frank Wilson,79,19.96
58348,Eve Smith,30,33.26
58349,Charlie Davis,64,44.48
58350,Frank Miller,74,6.66
58351,Heidi Davis,52,0.08
58352,Bob Jones,68,18.42
58353,Heidi Smith,66,52.88
58354,Judy Brown,30,80.81
58355,Frank Smith,47,4.44
58356,Bob Wilson,64,77.9
58357,Alice Wilson,52,30.71
58358,Judy Davis,56,66.48
58359,Ivan Wilson,57,34.18
58360,Judy Miller,19,80.51
58361,Bob Wilson,76,
58362,Ivan Garcia,45,
58363,Ivan Brown,52,27.6
58364,  Eve Jones  ,69,57.79
58365,  Judy Johnson  ,42,94.98
58366,Eve Smith,54,1.3
58367,Ivan Davis,72,89.26
58368,Eve Wilson,79,12.74
58369,Eve Johnson,70,7.52
58370,Diana Wilson,44,74.47
58371,Frank Davis,43,
58372,Charlie Wilson,18,71.84
58373,Diana Wilson,69,81.65
58374,Bob Williams,65,87.49
58375,Charlie Brown,41,17.33
58376,Diana Smith,40,85.01
58377,Frank Davis,36,36.51
58378,  Ivan Miller  ,66,26.16
58379,Judy Davis,69,78.59
58380,Judy Rodriguez,60,51.97
58381,  Heidi Williams  ,43,50.06
58382,  Charlie Brown  ,53,6.74
58383,Heidi Johnson,29,50.78
58384,Eve Davis,75,38.44
58385,Heidi Smith,,56.82
58386,Judy Rodriguez,49,55.57
58387,Eve Rodriguez,78,28.12
58388,Alice Davis,71,0.78
58389,Grace Jones,54,35.07
58390,Eve Rodriguez,46,13.45
58391,Diana Garcia,67,62.18
58392,Heidi Smith,79,77.19
58393,Frank Brown,27,85.66
58394,Judy Smith,31,33.36
58395,Judy Jones,61,27.43
58396,Alice Davis,70,22.29
58397,Alice Garcia,69,78.61
58398,Judy Brown,59,11.36
58399,Heidi Jones,42,8.25
58400,Alice Brown,69,48.56
58401,Charlie Wilson,29,3.37
58402,Alice Johnson,34,11.23
58403,Heidi Brown,69,
58404,Frank Miller,50,95.08
58405,Charlie Garcia,80,45.55
58406,  Alice Wilson  ,59,44.7
58407,Heidi Jones,43,85.65
58408,  Heidi Wilson  ,23,
58409,Bob Miller,55,
58410,Alice Garcia,24,50.27
58411,Frank Jones,59,9.88
58412,Charlie Davis,34,81.57
58413,Eve Jones,57,7.13
58414,Eve Miller,42,96.1
58415,Frank Garcia,28,79.52
58416,  Eve Wilson  ,75,33.42
58417,Bob Davis,23,
58418,Eve Johnson,56,
58419,  Heidi Williams  ,26,69.82
58420,Charlie Wilson,39,22.36
58421,Diana Brown,44,67.68
58422,Frank Jones,27,71.8
58423,Grace Williams,66,38.06
58424,Ivan Miller,23,94.53
58425,Alice Smith,30,1.13
58426,  Alice Davis  ,43,21.06
58427,Frank Davis,71,29.28
58428,Charlie Miller,25,95.52
58429,Judy Miller,78,31.87
58430,Heidi Smith,75,60.18
58431,Diana Johnson,72,93.94
58432,Alice Garcia,69,
58433,Judy Davis,72,
58434,Eve Wilson,38,18.84
58435,Charlie Jones,42,15.87
58436,Frank Miller,19,61.82
58437,Heidi Garcia,62,96.66
58438,Ivan Johnson,72,
58439,Eve Davis,22,32.78
58440,Alice Miller,71,46.25
58441,Ivan Jones,38,7.56
58442,Bob Garcia,68,41.65
58443,  Eve Rodriguez  ,32,24.47
58444,Charlie Williams,34,89.1
58445,Grace Rodriguez,59,39.47
58446,Eve Jones,34,53.23
58447,Grace Wilson,20,67.44
58448,  Judy Davis  ,64,74.3
58449,Grace Miller,79,55.32
58450,Eve Rodriguez,58,62.81
58451,Diana Rodriguez,47,30.26
58452,Judy Williams,55,36.55
58453,Diana Davis,31,48.51
58454,  Charlie Williams  ,63,17.33
58455,Eve Williams,47,34.73
58456,Bob Garcia,38,
58457,Grace Rodriguez,69,89.15
58458,Diana Smith,31,6.64
58459,Diana Smith,24,90.45
58460,Charlie Rodriguez,44,
58461,Alice Brown,56,98.46
58462,Eve Jones,46,64.98
58463,Grace Rodriguez,48,56.47
58464,Diana Garcia,59,10.79
58465,Bob Rodriguez,74,48.04
58466,Ivan Williams,62,31.67
58467,Judy Garcia,20,56.07
58468,Frank Johnson,77,42.66
58469,Bob Smith,72,40.88
58470,Alice Smith,33,59.45
58471,Ivan Jones,36,18.5
58472,Diana Williams,78,5.8
58473,Eve Miller,67,88.02
58474,Frank Jones,63,61.26
58475,Charlie Rodriguez,44,22.14
58476,Ivan Johnson,64,71.28
58477,Heidi Smith,46,16.68
58478,Bob Brown,59,87.53
58479,Judy Wilson,34,17.86
58480,Alice Rodriguez,66,82.8
58481,  Eve Smith  ,23,59.52
58482,Alice Williams,49,50.89
58483,Judy Johnson,70,68.15
58484,Bob Rodriguez,40,83.97
58485,  Grace Brown  ,53,20.86
58486,Diana Johnson,67,1.74
58487,Ivan Rodriguez,46,61.94
58488,Frank Wilson,76,31.13
58489,Diana Smith,49,23.83
58490,Diana Garcia,28,66.05
58491,  Judy Davis  ,34,58.28
58492,Charlie Brown,48,27.54
58493,Grace Wilson,66,47.86
58494,Heidi Brown,46,40.77
58495,Charlie Rodriguez,63,32.07
58496,Frank Rodriguez,79,43.35
58497,Alice Garcia,32,11.12
58498,  Heidi Davis  ,32,83.95
58499,Grace Davis,57,96.84
58500,Bob Johnson,65,38.29
58501,  Alice Williams  ,35,98.17
58502,Bob Smith,,90.06
58503,Alice Smith,25,44.89
58504,Alice Smith,73,26.17
58505,Alice Smith,52,
58506,Charlie Williams,24,79.24
58507,Ivan Miller,76,79.85
58508,Diana Miller,79,61.69
58509,  Diana Smith  ,42,34.23
58510,Bob Smith,59,
58511,Heidi Williams,20,23.63
58512,Judy Williams,26,20.5
58513,Eve Johnson,68,26.08
58514,Eve Garcia,33,52.8
58515,Charlie Jones,52,33.16
58516,Heidi Miller,52,73.69
58517,Grace Brown,75,47.13
58518,Ivan Brown,26,12.37
58519,Diana Davis,31,82.44
58520,Bob Davis,48,73.74
58521,Eve Miller,70,34.43
58522,Charlie Wilson,38,63.75
58523,Grace Johnson,45,27.54
58524,Charlie Miller,42,88.21
58525,  Grace Jones  ,75,77.15
58526,Frank Davis,21,68.47
58527,Bob Brown,33,32.89
58528,Diana Jones,48,18.29
58529,Charlie Rodriguez,32,25.09
58530,Diana Miller,66,57.52
58531,Alice Brown,65,9.04
58532,Eve Miller,41,92.69
58533,Diana Jones,41,
58534,Eve Wilson,62,52.74
58535,Diana Jones,46,2.17
58536,Diana Smith,,52.94
58537,Eve Williams,20,15.86
58538,Bob Garcia,48,86.75
58539,Alice Miller,36,14.13
58540,Bob Smith,53,77.05
58541,Frank Jones,57,77.53
58542,Frank Johnson,44,94.55
58543,Diana Rodriguez,48,87.1
58544,Frank Johnson,78,5.08
58545,Grace Davis,78,64.84
58546,Eve Smith,41,27.14
58547,  Bob Smith  ,73,82.55
58548,Judy Brown,26,12.71
58549,Judy Miller,33,77.56
58550,Bob Rodriguez,61,98.89
58551,  Grace Davis  ,56,75.56
58552,Alice Johnson,67,12.11
58553,Diana Miller,23,50.42
58554,Grace Jones,38,74.32
58555,Charlie Smith,42,61.6
58556,Eve Miller,58,71.03
58557,Heidi Garcia,41,73.46
58558,Bob Davis,36,60.27
58559,Charlie Smith,25,62.86
58560,Grace Davis,25,13.98
58561,Ivan Garcia,75,20.91
58562,Grace Johnson,65,95.37
58563,Heidi Jones,61,16.53
58564,Bob Jones,51,36.68
58565,Grace Jones,28,85.26
58566,Alice Smith,45,94.27
58567,Charlie Jones,52,16.3
58568,Ivan Garcia,40,13.22
58569,Ivan Davis,47,5.56
58570,Ivan Miller,80,16.07
58571,Grace Garcia,77,88.73
58572,Heidi Smith,64,18.7
58573,Judy Johnson,19,56.14
58574,Ivan Smith,30,6.96
58575,Grace Smith,64,52.59
58576,Frank Smith,38,
58577,Eve Jones,43,16.35
58578,Grace Wilson,27,25.19
58579,Frank Garcia,22,90.41
58580,Bob Johnson,43,88.52
58581,  Charlie Davis  ,23,73.39
58582,Grace Brown,27,4.4
58583,Ivan Jones,46,70.88
58584,  Judy Jones  ,34,0.49
58585,Charlie Smith,28,0.72
58586,Bob Johnson,61,1.87
58587,Judy Johnson,59,23.43
58588,Ivan Rodriguez,60,68.41
58589,Bob Jones,23,67.51
58590,Eve Brown,21,3.47
58591,Heidi Smith,52,91.38
58592,Ivan Smith,47,58.55
58593,Bob Garcia,63,96.81
58594,Grace Johnson,29,86.88
58595,Ivan Williams,21,2.26
58596,Bob Davis,71,30.19
58597,  Judy Miller  ,36,5.96
58598,Judy Jones,75,30.38
58599,Diana Williams,73,52.89
58600,  Frank Williams  ,43,16.27
58601,Alice Johnson,27,52.12
58602,Ivan Davis,37,31.74
58603,Charlie Jones,62,78.11
58604,Frank Rodriguez,44,17.88
58605,  Heidi Johnson  ,24,59.59
58606,Eve Wilson,70,35.89
58607,Bob Rodriguez,32,36.62
58608,Charlie Wilson,47,57.35
58609,Charlie Rodriguez,72,88.32
58610,Heidi Brown,32,88.78
58611,Diana Miller,34,74.59
58612,Eve Johnson,39,40.13
58613,Charlie Miller,63,33.1
58614,Diana Wilson,58,14.79
58615,Diana Davis,31,17.77
58616,  Diana Wilson  ,65,11.91
58617,Diana Jones,76,38.17
58618,Frank Jones,40,92.82
58619,Charlie Smith,54,89.74
58620,Bob Jones,44,63.05
58621,Diana Rodriguez,47,74.97
58622,Frank Garcia,24,7.46
58623,Charlie Jones,23,61.5
58624,Heidi Miller,56,98.48
58625,Judy Rodriguez,30,26.87
58626,Heidi Wilson,47,13.23
58627,Heidi Brown,61,62.14
58628,Judy Wilson,72,83.79
58629,Eve Garcia,52,36.0
58630,Bob Brown,32,59.12
58631,Alice Wilson,59,41.13
58632,Judy Johnson,61,34.29
58633,Diana Jones,52,25.21
58634,Alice Smith,40,68.43
58635,Eve Wilson,39,45.22
58636,Frank Miller,38,11.83
58637,Grace Davis,60,83.64
58638,Grace Rodriguez,61,56.05
58639,Alice Garcia,65,93.22
58640,  Alice Jones  ,62,76.79
58641,Heidi Smith,52,78.82
58642,Alice Wilson,59,50.8
58643,Charlie Rodriguez,59,87.55
58644,Frank Smith,53,15.08
58645,Eve Smith,41,73.63
58646,Alice Smith,71,67.61
58647,Alice Brown,28,34.39
58648,Judy Davis,30,39.28
58649,Judy Johnson,68,68.63
58650,Grace Williams,58,79.98
58651,Frank Williams,47,35.99
58652,Heidi Brown,53,28.68
58653,  Diana Garcia  ,77,36.71
58654,Bob Garcia,79,71.74
58655,Eve Wilson,26,33.21
58656,Eve Johnson,,
58657,Eve Johnson,38,71.51
58658,Grace Williams,25,70.22
58659,Alice Brown,24,
58660,Ivan Garcia,79,98.32
58661,Grace Smith,25,7.62
58662,Heidi Johnson,74,0.45
58663,Alice Johnson,46,81.46
58664,  Alice Johnson  ,25,81.64
58665,Eve Miller,49,
58666,Alice Jones,26,45.66
58667,Heidi Garcia,79,90.62
58668,  Heidi Williams  ,42,81.07
58669,Eve Brown,,61.31
58670,Heidi Davis,61,42.41
58671,Grace Jones,78,46.42
58672,Diana Garcia,64,32.76
58673,Charlie Smith,44,24.31
58674,Diana Miller,53,47.95
58675,Grace Wilson,64,50.26
58676,Grace Davis,31,93.78
58677,  Frank Davis  ,60,61.05
58678,Charlie Smith,37,0.97
58679,Bob Jones,37,22.67
58680,Heidi Miller,18,57.42
58681,Heidi Miller,38,70.7
58682,Judy Garcia,51,90.02
58683,Diana Brown,60,76.53
58684,Charlie Brown,24,
58685,Eve Brown,62,14.5
58686,Diana Wilson,42,11.74
58687,Judy Brown,68,36.19
58688,Grace Davis,22,4.14
58689,Grace Jones,54,69.62
58690,Bob Smith,48,64.78
58691,Alice Davis,25,41.82
58692,Eve Garcia,53,53.58
58693,  Eve Brown  ,35,2.33
58694,Heidi Davis,71,36.7
58695,Eve Williams,78,14.09
58696,Diana Wilson,46,46.0
58697,Grace Johnson,67,67.97
58698,Ivan Rodriguez,32,60.57
58699,Grace Jones,48,69.58
58700,Alice Rodriguez,21,31.21
58701,Diana Davis,27,69.05
58702,Ivan Johnson,37,86.92
58703,Charlie Wilson,58,41.35
58704,  Heidi Miller  ,80,59.64
58705,Ivan Davis,60,29.46
58706,  Ivan Williams  ,54,71.0
58707,Grace Miller,41,75.86
58708,Heidi Brown,39,79.9
58709,Heidi Jones,58,0.94
58710,Charlie Rodriguez,20,42.34
58711,Judy Rodriguez,29,73.35
58712,Diana Johnson,48,72.53
58713,Grace Wilson,,56.66
58714,Charlie Wilson,18,71.22
58715,Bob Rodriguez,71,53.79
58716,Alice Miller,20,8.92
58717,Heidi Miller,62,26.63
58718,Judy Garcia,59,83.16
58719,Ivan Williams,57,32.13
58720,Charlie Garcia,24,16.42
58721,  Bob Rodriguez  ,77,57.92
58722,Diana Brown,44,52.87
58723,Diana Williams,49,60.82
58724,Grace Brown,42,36.17
58725,  Ivan Johnson  ,70,91.2
58726,Diana Wilson,56,61.45
58727,Charlie Davis,72,2.33
58728,Charlie Johnson,62,97.43
58729,Diana Johnson,74,26.43
58730,Frank Wilson,34,99.82
58731,Bob Wilson,43,60.67
58732,Charlie Garcia,59,19.46
58733,Eve Davis,54,30.95
58734,Eve Jones,76,
58735,Diana Smith,19,36.21
58736,Eve Rodriguez,70,26.55
58737,Charlie Smith,56,31.19
58738,Heidi Davis,80,
58739,Eve Wilson,50,57.65
58740,Heidi Smith,63,30.08
58741,Alice Williams,42,1.1
58742,Diana Miller,40,44.37
58743,Grace Williams,31,53.84
58744,Charlie Rodriguez,35,37.41
58745,Alice Jones,26,67.44
58746,Judy Jones,36,91.58
58747,Diana Miller,18,55.02
58748,Frank Brown,71,84.11
58749,Grace Rodriguez,48,3.4
58750,  Grace Jones  ,63,78.21
58751,Heidi Garcia,53,31.29
58752,Ivan Miller,38,82.1
58753,Charlie Brown,71,67.6
58754,Frank Brown,50,41.07
58755,Alice Wilson,50,57.3
58756,Alice Wilson,75,42.1
58757,Ivan Miller,65,41.91
58758,Charlie Jones,49,43.93
58759,Alice Davis,37,88.38
58760,  Eve Miller  ,61,28.11
58761,Judy Johnson,79,41.13
58762,Eve Garcia,70,42.36
58763,  Heidi Johnson  ,74,1.99
58764,Heidi Brown,,72.51
58765,Judy Rodriguez,51,68.39
58766,Judy Davis,56,79.48
58767,Frank Davis,53,80.13
58768,Grace Garcia,30,7.02
58769,Grace Garcia,35,30.92
58770,Alice Miller,36,95.02
58771,Charlie Garcia,59,5.79
58772,Eve Smith,69,25.45
58773,Grace Johnson,33,58.27
58774,Bob Jones,49,78.11
58775,Judy Rodriguez,75,56.96
58776,Ivan Johnson,47,94.2
58777,Judy Wilson,77,58.14
58778,Judy Smith,72,28.48
58779,Eve Wilson,59,3.77
58780,Bob Miller,47,99.13
58781,Grace Miller,45,84.14
58782,  Charlie Davis  ,46,67.12
58783,Charlie Jones,61,41.0
58784,  Ivan Smith  ,29,18.62
58785,Ivan Davis,47,38.05
58786,Bob Johnson,74,40.71
58787,Bob Davis,45,42.46
58788,Diana Miller,77,23.29
58789,Diana Williams,23,31.29
58790,Charlie Miller,42,95.3
58791,Grace Smith,46,95.33
58792,Charlie Garcia,43,55.92
58793,Judy Smith,60,34.89
58794,Heidi Williams,37,61.55
58795,Judy Davis,79,34.29
58796,Judy Rodriguez,19,46.66
58797,Charlie Williams,19,33.3
58798,Eve Brown,44,64.07
58799,Alice Rodriguez,35,49.25
58800,Charlie Davis,18,17.29
58801,Diana Jones,44,79.2
58802,  Diana Williams  ,54,48.75
58803,Frank Rodriguez,49,68.9
58804,Judy Wilson,,46.89
58805,Grace Rodriguez,40,95.86
58806,Charlie Davis,45,76.92
58807,Eve Miller,56,47.52
58808,Charlie Smith,63,59.1
58809,Diana Wilson,72,3.01
58810,Heidi Garcia,52,92.6
58811,  Charlie Johnson  ,72,97.56
58812,Bob Miller,45,15.56
58813,Eve Rodriguez,54,3.91
58814,Charlie Williams,29,68.61
58815,Bob Williams,20,30.34
58816,Bob Brown,54,17.51
58817,Frank Brown,60,37.21
58818,Frank Brown,76,56.15
58819,Diana Wilson,64,29.03
58820,Frank Brown,59,21.88
58821,Eve Brown,53,82.42
58822,  Grace Jones  ,48,1.5
58823,Frank Williams,30,9.36
58824,Judy Davis,41,69.78
58825,Bob Garcia,22,53.4
58826,Ivan Davis,52,40.97
58827,  Ivan Smith  ,76,31.9
58828,Diana Wilson,66,65.44
58829,Grace Jones,63,75.98
58830,Judy Wilson,49,51.76
58831,Eve Smith,79,28.2
58832,Diana Rodriguez,38,36.14
58833,Judy Rodriguez,79,
58834,Ivan Wilson,36,82.49
58835,Frank Johnson,58,94.2
58836,Judy Rodriguez,39,51.37
58837,Frank Jones,56,10.14
58838,Alice Miller,42,79.68
58839,Eve Wilson,68,18.93
58840,Grace Brown,49,31.32
58841,Grace Johnson,31,80.1
58842,  Ivan Wilson  ,43,50.47
58843,Alice Garcia,30,96.67
58844,Alice Jones,63,72.67
58845,Ivan Smith,66,49.54
58846,Diana Jones,49,3.65
58847,Alice Jones,40,34.28
58848,Eve Smith,67,66.48
58849,Frank Rodriguez,72,94.2
58850,Heidi Rodriguez,77,50.48
58851,Frank Williams,74,
58852,Bob Miller,78,78.65
