name,value,category,date
Bob Wilson,94.85,B,2021-12-23
Charlie Wilson,561.52,C,2022-12-26
Grace Rodriguez,538.05,D,2023-08-07
Charlie Jones,516.08,B,2023-10-28
Alice Smith,147.05,A,2021-03-17
Ivan Williams,426.97,D,2024-03-06
Bob Brown,146.47,B,2021-08-01
Eve Williams,145.54,B,2025-02-18
Diana Garcia,345.49,B,2025-10-20
Grace Smith,435.42,A,2023-04-13
Heidi Miller,103.5,A,2020-01-28
Frank Wilson,547.24,D,2022-06-10
Alice Davis,359.99,B,2022-10-20
Alice Wilson,68.05,B,2020-11-26
Diana Johnson,557.32,D,2021-06-18
Judy Davis,913.56,A,2020-06-26
Heidi Rodriguez,890.26,B,2022-06-26
Charlie Brown,400.32,C,2020-09-19
Heidi Brown,449.92,B,2022-08-29
Charlie Miller,680.6,C,2026-01-18
Alice Johnson,923.02,B,2020-01-29
Diana Wilson,900.83,D,2024-12-06
Grace Johnson,113.23,B,2025-01-25
Eve Miller,913.07,A,2023-08-31
Frank Williams,720.35,D,2020-07-29
Bob Brown,942.17,B,2023-01-18
Charlie Davis,835.38,C,2026-04-24
Diana Davis,761.42,D,2022-09-18
Diana Rodriguez,792.96,D,2024-11-03
Heidi Williams,805.67,D,2020-05-25
Bob Garcia,857.69,A,2024-12-06
Heidi Garcia,667.07,D,2025-01-21
Heidi Williams,598.51,D,2020-09-03
Grace Williams,774.77,B,2025-02-24
Eve Brown,322.99,B,2026-08-13
Eve Johnson,427.26,A,2021-01-04
Eve Miller,246.67,C,2024-10-29
Eve Brown,364.25,A,2023-05-01
Heidi Brown,75.95,A,2021-02-15
Frank Johnson,115.36,A,2026-09-10
Grace Davis,649.65,B,2023-04-20
Eve Rodriguez,682.93,D,2024-04-27
Judy Miller,332.62,B,2024-07-18
Eve Smith,388.39,A,2024-10-17
Diana Jones,15.01,B,2025-01-29
Grace Johnson,436.43,C,2022-02-01
Frank Rodriguez,117.59,C,2026-06-29
Judy Brown,962.57,A,2020-10-08
Judy Miller,63.12,B,2025-07-15
Bob Garcia,773.21,A,2023-04-19
Diana Jones,406.62,A,2026-08-22
Frank Davis,431.81,D,2020-09-08
Eve Brown,698.66,C,2023-04-26
Grace Jones,355.72,D,2021-09-21
Eve Rodriguez,387.82,A,2023-01-22
Frank Miller,648.35,D,2026-04-12
Heidi Jones,242.09,D,2024-01-31
Bob Jones,501.48,D,2024-04-15
Alice Garcia,539.5,A,2025-11-01
Alice Garcia,552.38,C,2026-08-03
Heidi Williams,759.93,D,2024-10-12
Grace Jones,942.94,C,2023-08-24
Frank Johnson,162.26,B,2026-06-22
Diana Smith,581.74,C,2023-01-22
Frank Wilson,325.05,A,2024-06-19
Alice Smith,92.29,C,2026-08-13
Frank Garcia,461.72,B,2020-06-09
Diana Miller,878.11,C,2024-03-06
Judy Davis,746.4,D,2020-06-06
Diana Williams,887.72,B,2021-04-17
Bob Miller,288.79,C,2020-01-22
Ivan Garcia,299.85,B,2026-08-04
Alice Garcia,904.29,B,2021-11-29
Grace Miller,439.84,D,2022-02-07
Ivan Davis,77.64,C,2021-12-08
Grace Davis,500.9,C,2026-01-18
Diana Miller,900.31,A,2021-11-03
Diana Miller,191.07,A,2026-05-31
Eve Miller,860.82,B,2022-10-18
Heidi Wilson,869.23,B,2020-02-02
Judy Smith,6.11,C,2022-07-04
Alice Wilson,816.11,C,2024-02-20
Eve Johnson,67.18,C,2021-01-03
Charlie Rodriguez,713.45,C,2022-08-19
Diana Jones,309.64,B,2026-06-02
Bob Smith,101.57,B,2021-01-31
Charlie Rodriguez,828.33,B,2022-01-09
Alice Rodriguez,164.16,C,2026-12-08
Eve Smith,780.99,C,2022-08-24
Alice Wilson,822.74,B,2023-12-04
Grace Smith,581.95,D,2026-09-24
Bob Davis,553.92,D,2020-07-31
Bob Garcia,514.61,A,2024-03-03
Judy Jones,743.56,D,2024-03-20
Charlie Jones,729.72,C,2026-01-08
Ivan Brown,544.78,D,2021-10-01
Frank Jones,329.93,A,2021-04-02
Ivan Brown,905.01,D,2021-09-10
Frank Brown,518.65,B,2021-07-19
Judy Garcia,209.98,A,2021-09-09
Bob Johnson,138.41,C,2020-04-16
Eve Davis,875.29,B,2021-07-26
Diana Miller,465.63,A,2021-04-07
Grace Smith,785.21,C,2024-04-28
Diana Smith,996.54,A,2021-11-20
Charlie Smith,247.47,D,2024-11-12
Grace Brown,829.04,D,2025-06-30
Judy Brown,290.91,D,2021-12-30
Alice Williams,671.63,C,2026-12-01
Ivan Miller,858.01,A,2025-06-16
Bob Wilson,457.15,B,2025-11-17
Heidi Williams,153.92,B,2023-07-10
Grace Jones,333.23,D,2026-05-30
Frank Davis,583.11,C,2026-06-25
Diana Davis,522.86,A,2024-06-20
Judy Rodriguez,343.65,D,2022-10-02
Eve Smith,534.95,B,2023-05-31
Eve Davis,343.16,B,2023-04-11
Charlie Johnson,705.63,D,2022-10-22
Diana Williams,764.1,C,2021-10-31
Frank Garcia,606.84,D,2022-05-10
Ivan Rodriguez,290.0,A,2025-10-28
Bob Miller,835.19,B,2024-09-19
Frank Brown,575.43,B,2020-04-09
Grace Garcia,359.09,B,2023-12-06
Alice Miller,290.94,B,2026-10-17
Heidi Miller,271.86,A,2020-09-05
Bob Smith,761.43,D,2025-02-04
Judy Brown,679.67,C,2023-01-23
Bob Garcia,661.11,A,2022-07-17
Heidi Davis,594.46,D,2020-08-18
Judy Garcia,525.67,D,2025-05-19
Diana Williams,311.02,A,2023-08-20
Ivan Williams,361.21,D,2022-11-04
Frank Smith,196.31,D,2021-09-29
Ivan Johnson,411.18,D,2025-12-25
Ivan Rodriguez,905.5,C,2026-06-12
Bob Miller,394.07,B,2022-08-26
Diana Williams,859.23,C,2026-06-05
Judy Brown,269.55,C,2025-12-29
Bob Jones,595.78,B,2025-12-25
Charlie Williams,442.43,B,2022-10-29
Diana Johnson,698.38,C,2021-01-29
Heidi Williams,54.25,A,2023-05-16
Diana Jones,617.29,D,2025-07-30
Charlie Brown,10.36,C,2026-06-06
Frank Garcia,538.09,C,2021-08-01
Judy Jones,442.79,C,2021-06-28
Grace Johnson,720.19,D,2023-06-18
Charlie Rodriguez,29.86,D,2025-04-23
Alice Rodriguez,245.73,B,2025-10-21
Judy Brown,798.67,B,2023-06-24
Grace Williams,891.69,B,2025-08-06
Eve Smith,199.5,C,2026-07-01
Eve Smith,212.95,C,2024-04-08
Frank Smith,574.64,C,2024-01-30
Eve Rodriguez,734.68,B,2024-06-26
Grace Williams,166.37,A,2022-09-07
Grace Johnson,344.93,D,2021-07-04
Judy Jones,550.27,A,2021-07-13
Diana Smith,534.39,D,2021-08-16
Ivan Miller,376.94,B,2025-06-05
Bob Davis,928.26,D,2026-09-21
Alice Brown,77.94,C,2025-02-03
Ivan Davis,38.64,B,2025-11-19
Grace Smith,282.55,A,2020-08-22
Bob Garcia,353.29,B,2021-03-31
Eve Wilson,166.13,B,2026-08-11
Frank Davis,570.37,A,2025-06-29
Grace Jones,48.46,A,2025-01-09
Heidi Davis,368.71,B,2025-10-08
Ivan Rodriguez,371.43,A,2026-03-28
Bob Jones,309.06,B,2020-12-05
Bob Miller,683.95,A,2022-05-24
Grace Williams,795.32,A,2024-07-31
Bob Jones,837.06,D,2022-06-16
Diana Miller,588.09,B,2021-10-23
Bob Williams,627.12,C,2025-10-10
Frank Johnson,501.32,A,2025-06-28
Eve Davis,872.04,D,2026-11-07
Charlie Davis,901.19,B,2021-03-07
Charlie Johnson,750.76,C,2024-04-14
Bob Davis,265.86,C,2020-06-05
Eve Garcia,292.66,C,2022-04-16
Charlie Smith,949.66,B,2020-11-20
Diana Johnson,894.07,D,2022-07-19
Heidi Wilson,488.64,B,2020-06-10
Ivan Davis,715.82,A,2022-09-10
Eve Jones,865.7,A,2023-12-25
Heidi Williams,559.86,C,2022-01-08
Heidi Garcia,11.9,D,2023-09-23
Grace Brown,724.21,A,2024-08-11
Judy Smith,426.31,D,2021-06-07
Charlie Jones,229.42,D,2024-11-26
Grace Williams,39.74,B,2021-10-24
Ivan Williams,114.15,B,2025-04-12
Diana Brown,816.96,C,2024-12-10
Eve Garcia,12.51,C,2026-11-24
Grace Williams,609.27,C,2020-07-18
Frank Johnson,66.61,A,2020-05-21
Bob Wilson,533.73,C,2023-11-04
Eve Williams,835.01,C,2022-06-02
Heidi Wilson,349.19,D,2026-09-14
Judy Brown,817.16,B,2020-06-06
Heidi Wilson,388.1,C,2024-02-12
Alice Johnson,458.69,A,2023-11-17
Heidi Brown,984.94,A,2025-09-19
Diana Johnson,315.71,B,2020-04-18
Diana Williams,659.6,D,2025-08-06
Heidi Brown,835.48,C,2024-02-01
Judy Jones,346.55,C,2023-08-24
Eve Miller,580.44,D,2026-05-24
Frank Johnson,232.04,A,2022-05-15
Ivan Brown,472.32,B,2026-03-15
Ivan Rodriguez,721.19,A,2020-03-21
Ivan Williams,125.86,C,2025-07-21
Heidi Garcia,518.37,A,2024-05-24
Eve Smith,484.2,C,2025-04-24
Frank Brown,309.42,B,2026-09-04
Eve Brown,611.78,B,2020-02-20
Frank Garcia,943.67,C,2020-11-23
Alice Miller,606.65,C,2021-03-26
Bob Jones,875.13,B,2026-07-28
Grace Jones,171.52,D,2026-01-19
Diana Davis,805.17,D,2023-02-02
Heidi Smith,345.26,B,2024-11-02
Diana Davis,40.62,A,2026-09-13
Bob Jones,180.91,B,2024-01-30
Grace Jones,71.82,A,2022-03-20
Diana Smith,524.55,D,2024-09-06
Frank Williams,778.65,D,2022-04-26
Eve Williams,959.81,B,2024-12-05
Alice Miller,101.25,D,2020-11-29
Grace Rodriguez,256.07,A,2020-05-27
Grace Johnson,687.76,A,2025-03-20
Eve Brown,802.79,D,2025-01-05
Ivan Smith,485.98,C,2026-03-10
Grace Jones,262.33,A,2020-08-19
Heidi Smith,54.32,B,2022-06-24
Alice Wilson,713.24,D,2025-06-15
Ivan Garcia,625.84,C,2026-07-14
Heidi Miller,693.53,D,2024-06-11
Eve Miller,653.33,D,2026-08-23
Charlie Davis,103.08,A,2023-08-18
Eve Jones,194.34,D,2022-07-20
Frank Smith,980.13,C,2020-09-25
Grace Smith,571.72,A,2024-11-25
Bob Williams,371.34,A,2022-07-31
Bob Brown,375.05,C,2024-02-14
Frank Rodriguez,589.32,B,2025-07-23
Charlie Jones,708.72,A,2024-07-24
Bob Rodriguez,299.87,D,2024-11-21
Bob Smith,358.32,C,2025-12-26
Frank Smith,720.08,B,2023-03-03
Charlie Brown,494.35,A,2023-01-01
Bob Miller,782.97,B,2020-09-17
Frank Williams,754.59,C,2020-11-06
Heidi Williams,632.38,B,2021-07-27
Bob Brown,796.64,A,2024-06-18
Judy Jones,566.34,A,2021-08-23
Bob Williams,251.72,D,2023-08-19
Bob Smith,104.29,B,2022-08-23
Heidi Garcia,52.75,C,2022-04-14
Ivan Smith,730.86,A,2025-08-12
Frank Johnson,311.57,C,2026-04-17
Alice Smith,945.79,D,2022-05-07
Judy Brown,511.95,B,2020-08-18
Alice Miller,638.9,D,2026-01-11
Bob Jones,209.06,D,2022-02-17
Grace Rodriguez,177.13,C,2020-02-27
Judy Miller,633.75,B,2025-03-27
Bob Smith,938.42,B,2025-10-11
Heidi Jones,20.14,B,2025-06-01
Ivan Davis,989.59,A,2025-05-11
Bob Williams,757.9,C,2026-11-25
Diana Miller,768.95,B,2025-05-07
Bob Miller,76.74,D,2024-05-05
Eve Rodriguez,228.75,B,2023-10-23
Judy Johnson,886.06,A,2020-11-20
Alice Johnson,29.17,A,2022-06-29
Bob Jones,497.88,C,2021-09-07
Diana Williams,796.01,B,2025-01-04
Bob Johnson,758.03,A,2025-02-27
Ivan Rodriguez,987.39,D,2022-12-26
Bob Wilson,349.05,A,2022-09-08
Charlie Johnson,819.73,A,2022-03-14
Charlie Garcia,789.75,C,2024-07-08
Frank Rodriguez,594.6,D,2023-07-04
Frank Smith,157.09,B,2021-05-02
Ivan Miller,177.55,C,2023-05-29
Alice Garcia,899.4,C,2020-08-19
Ivan Smith,922.72,A,2020-11-06
Judy Davis,396.3,A,2025-05-22
Eve Johnson,602.9,B,2020-02-23
Alice Smith,638.0,B,2021-09-16
Heidi Johnson,153.93,B,2026-10-26
Judy Smith,892.42,B,2026-06-06
Charlie Johnson,255.16,B,2021-11-23
Grace Johnson,789.6,C,2024-06-25
Eve Williams,629.6,D,2024-11-07
Bob Miller,920.88,C,2024-01-07
Alice Smith,948.85,A,2020-06-01
Grace Garcia,697.76,A,2025-09-18
Heidi Smith,697.7,C,2026-01-17
Charlie Jones,467.09,A,2025-03-07
Grace Garcia,980.03,D,2025-01-11
Frank Wilson,599.84,B,2021-04-12
Frank Wilson,730.09,D,2021-05-23
Diana Wilson,568.78,B,2026-07-28
Diana Garcia,437.79,D,2026-01-23
Frank Smith,870.34,C,2022-08-23
Alice Johnson,70.19,D,2026-12-17
Diana Rodriguez,684.98,A,2023-01-08
Eve Smith,629.76,D,2020-01-14
Charlie Jones,711.73,A,2023-08-29
Eve Garcia,693.88,D,2022-10-06
Eve Garcia,290.19,A,2020-10-10
Diana Rodriguez,754.75,A,2023-12-13
Charlie Rodriguez,97.7,B,2023-10-19
Ivan Rodriguez,190.98,C,2026-08-24
Bob Brown,218.15,C,2024-08-09
Alice Smith,402.75,D,2022-11-11
Alice Williams,700.41,A,2021-08-07
Bob Garcia,908.58,C,2020-06-25
Heidi Wilson,204.12,A,2024-11-17
Bob Garcia,633.85,B,2021-02-05
Grace Smith,58.94,D,2023-06-05
Grace Wilson,841.88,D,2020-09-19
Diana Rodriguez,1.13,D,2022-11-21
Eve Garcia,207.2,C,2026-07-14
Judy Williams,415.29,B,2020-12-01
Charlie Rodriguez,722.83,D,2020-02-05
Bob Garcia,600.96,A,2026-08-29
Heidi Davis,730.04,A,2022-10-02
Frank Smith,292.69,A,2021-04-11
Eve Brown,942.98,B,2024-05-26
Ivan Rodriguez,152.86,A,2024-08-08
Alice Davis,424.82,C,2024-06-12
Alice Davis,697.63,A,2023-05-12
Grace Johnson,508.95,C,2023-10-24
Frank Smith,146.89,B,2020-08-10
Grace Johnson,746.59,D,2026-01-18
Bob Jones,500.43,B,2025-03-27
Heidi Miller,267.9,D,2022-09-15
Frank Jones,976.52,A,2021-10-05
Judy Miller,100.02,C,2025-06-25
Diana Williams,30.67,A,2023-04-15
Eve Brown,971.41,D,2022-01-14
Charlie Miller,487.14,B,2020-04-14
Alice Wilson,202.63,C,2022-04-29
Alice Smith,193.59,A,2025-01-15
Frank Miller,321.31,A,2026-04-11
Judy Smith,189.44,D,2026-12-22
Grace Smith,395.16,A,2025-12-14
Grace Rodriguez,70.17,C,2024-04-01
Frank Miller,870.29,A,2025-01-08
Eve Brown,749.42,C,2022-06-09
Diana Smith,802.83,D,2023-03-05
Eve Davis,570.14,A,2020-12-21
Ivan Garcia,416.58,A,2023-05-31
Charlie Davis,269.63,A,2022-12-28
Eve Rodriguez,729.46,A,2025-10-15
Ivan Johnson,176.7,C,2024-09-16
Judy Wilson,960.68,C,2020-10-20
Grace Rodriguez,100.16,B,2022-05-26
Eve Davis,169.35,B,2023-12-31
Ivan Williams,628.04,D,2021-04-12
Eve Rodriguez,601.44,A,2023-11-04
Charlie Johnson,688.89,C,2025-07-18
Eve Davis,270.33,C,2021-08-25
Eve Smith,640.31,D,2021-02-19
Alice Rodriguez,833.53,B,2025-07-05
Grace Davis,829.34,A,2025-05-04
Judy Davis,974.72,B,2025-11-15
Alice Jones,140.3,A,2023-04-13
Bob Williams,232.81,D,2020-10-02
Charlie Miller,203.58,D,2023-01-04
Diana Williams,569.92,D,2023-08-02
Bob Smith,413.17,B,2023-07-24
Alice Jones,430.69,B,2023-12-23
Diana Brown,871.08,A,2022-03-07
Heidi Davis,984.74,A,2020-12-16
Frank Johnson,89.66,B,2025-06-16
Grace Davis,628.02,C,2023-02-27
Bob Williams,713.89,D,2023-07-29
Alice Jones,518.23,B,2025-12-07
Bob Brown,821.12,C,2024-01-03
Eve Garcia,826.03,B,2021-09-17
Bob Johnson,443.28,D,2021-06-13
Grace Johnson,330.84,A,2021-12-05
Eve Wilson,440.2,B,2023-09-02
Judy Wilson,24.29,D,2023-07-21
Alice Davis,960.57,C,2021-06-08
Frank Johnson,40.88,D,2022-03-18
Ivan Garcia,684.4,C,2024-08-10
Heidi Williams,250.22,B,2021-06-18
Charlie Davis,61.72,A,2023-10-12
Heidi Rodriguez,323.76,B,2026-04-16
Eve Brown,764.43,B,2025-08-02
Eve Miller,267.94,D,2024-12-28
Charlie Rodriguez,411.76,D,2025-08-17
Ivan Garcia,662.52,B,2022-09-03
Diana Jones,367.07,D,2023-12-15
Diana Brown,480.37,A,2023-07-01
Eve Rodriguez,433.66,C,2023-01-26
Frank Rodriguez,291.11,A,2023-07-03
Grace Rodriguez,603.08,C,2025-06-28
Heidi Williams,886.0,A,2023-05-26
Judy Smith,896.38,C,2022-12-17
Alice Brown,957.64,A,2022-12-15
Heidi Johnson,920.16,C,2026-02-09
Judy Davis,245.44,D,2023-04-05
Bob Davis,305.25,A,2021-07-04
Judy Wilson,751.42,B,2024-04-03
Alice Williams,843.31,B,2022-12-01
Bob Davis,812.57,B,2024-03-30
Eve Garcia,395.02,C,2025-09-13
Diana Wilson,883.16,D,2026-06-25
Judy Rodriguez,695.76,D,2023-05-31
Bob Johnson,909.43,A,2024-05-13
Ivan Johnson,410.89,C,2026-05-29
Ivan Miller,600.48,A,2024-10-16
Alice Johnson,673.36,B,2020-11-09
Judy Davis,267.54,A,2024-10-07
Heidi Miller,408.35,B,2023-07-24
Alice Jones,609.42,C,2026-01-13
Frank Davis,124.95,B,2025-09-03
Charlie Rodriguez,909.17,C,2020-04-14
Alice Rodriguez,39.47,A,2020-02-28
Frank Wilson,65.6,A,2026-12-31
Bob Wilson,938.59,D,2023-02-18
Diana Davis,9.38,A,2022-11-25
Charlie Rodriguez,85.37,D,2023-04-14
Frank Johnson,146.35,D,2020-08-07
Bob Garcia,434.23,C,2022-12-31
Frank Davis,426.66,B,2020-05-19
Eve Garcia,953.42,C,2025-11-23
Ivan Davis,996.56,D,2021-09-10
Grace Johnson,33.72,A,2020-10-14
Heidi Jones,702.56,C,2020-09-13
Heidi Brown,150.15,A,2022-01-22
Bob Jones,618.81,A,2021-10-14
Alice Rodriguez,403.66,D,2024-12-23
Charlie Jones,983.38,D,2020-12-06
Diana Miller,581.04,C,2024-07-18
Charlie Johnson,800.68,B,2023-07-23
Judy Rodriguez,723.94,C,2026-03-03
Grace Smith,633.24,D,2021-02-22
Eve Williams,678.34,A,2020-06-15
Eve Jones,610.41,A,2025-07-05
Heidi Davis,9.64,C,2022-01-04
Ivan Miller,609.43,C,2023-06-06
Bob Johnson,355.23,A,2026-07-04
Heidi Smith,484.42,C,2024-06-13
Frank Davis,411.35,C,2024-09-29
Grace Brown,762.62,A,2026-07-17
Charlie Brown,509.35,B,2021-06-12
Grace Smith,965.66,D,2026-10-16
Bob Rodriguez,994.68,D,2025-09-03
Frank Garcia,377.85,C,2026-04-24
Judy Brown,276.65,B,2026-03-05
Eve Davis,872.66,A,2021-09-15
Eve Garcia,659.2,A,2026-11-30
Charlie Smith,38.31,D,2020-11-07
Frank Johnson,147.97,C,2025-11-06
Bob Brown,858.02,B,2020-11-28
Eve Davis,276.28,B,2023-04-22
Grace Brown,596.17,A,2020-04-20
Ivan Smith,481.81,A,2026-04-18
Judy Smith,36.27,D,2025-03-02
Grace Wilson,353.94,A,2025-02-14
Charlie Smith,399.78,C,2023-04-06
Diana Smith,864.65,A,2023-02-11
Alice Jones,361.29,A,2023-07-16
Heidi Miller,710.11,C,2024-12-17
Charlie Jones,363.71,D,2024-03-11
Grace Smith,110.06,B,2023-06-05
Eve Jones,872.29,D,2021-09-12
Alice Johnson,396.73,D,2024-10-21
Alice Smith,414.98,B,2023-08-05
Alice Williams,485.76,B,2022-06-26
Charlie Johnson,704.92,B,2022-10-02
Frank Wilson,88.1,C,2026-02-20
Ivan Williams,267.99,C,2026-04-18
Heidi Rodriguez,141.29,D,2025-08-17
Diana Jones,932.6,C,2021-03-04
Bob Brown,4.78,D,2023-01-15
Grace Wilson,69.04,B,2025-06-22
Charlie Miller,103.8,D,2023-01-17
Grace Smith,425.88,A,2025-11-28
Eve Brown,836.85,B,2022-07-28
Bob Garcia,157.52,A,2026-02-04
Eve Wilson,495.6,D,2021-06-16
Frank Johnson,119.53,C,2022-06-07
Ivan Garcia,327.52,A,2026-12-26
Frank Williams,870.47,B,2020-10-23
Bob Brown,646.55,A,2026-01-29
Frank Davis,228.33,B,2022-09-22
Diana Rodriguez,158.65,C,2023-06-21
Charlie Brown,445.11,C,2022-06-05
Heidi Garcia,526.24,A,2026-07-29
Grace Jones,786.75,C,2023-01-25
Eve Jones,315.68,C,2021-03-16
Eve Brown,965.85,C,2023-07-21
Bob Wilson,166.03,C,2026-04-28
Charlie Wilson,879.0,A,2024-04-23
Bob Johnson,538.43,A,2025-01-14
Heidi Brown,598.08,B,2020-06-26
Ivan Miller,902.59,D,2022-05-25
Alice Rodriguez,158.98,B,2024-01-07
Grace Williams,915.46,D,2023-02-25
Judy Davis,698.31,B,2025-12-07
Judy Williams,397.99,C,2020-04-28
Heidi Davis,856.25,A,2026-12-30
Judy Jones,970.04,B,2021-03-08
Bob Garcia,342.65,B,2020-01-24
Judy Garcia,153.15,A,2021-10-06
Charlie Jones,837.61,C,2024-09-29
Grace Johnson,293.55,B,2021-05-04
Ivan Johnson,937.0,B,2024-12-27
Ivan Garcia,18.07,B,2024-10-28
Charlie Jones,733.59,B,2020-11-30
Eve Davis,494.74,D,2024-10-08
Frank Smith,269.02,C,2021-03-07
Diana Jones,627.66,C,2022-09-24
Frank Smith,903.55,C,2020-12-20
Diana Davis,152.2,D,2023-04-22
Judy Davis,380.21,D,2024-11-28
Eve Wilson,344.93,D,2025-05-08
Charlie Wilson,943.29,D,2021-03-10
Eve Williams,827.83,D,2020-04-28
Grace Miller,371.53,C,2026-01-12
Frank Rodriguez,466.12,C,2024-08-15
Ivan Miller,174.78,D,2026-11-28
Eve Garcia,897.46,B,2023-12-08
Alice Williams,492.24,B,2020-11-18
Frank Smith,161.23,A,2022-12-25
Diana Johnson,582.59,C,2024-12-08
Charlie Johnson,102.08,A,2021-07-15
Heidi Wilson,11.68,D,2022-07-02
Ivan Johnson,521.43,B,2021-09-26
Frank Smith,881.93,C,2024-04-28
Eve Davis,381.0,A,2025-05-04
Diana Garcia,523.51,D,2023-05-01
Alice Brown,708.63,D,2021-09-16
Diana Garcia,545.63,C,2020-01-11
Diana Williams,887.66,B,2024-11-04
Judy Brown,690.75,C,2021-10-03
Grace Johnson,58.59,A,2022-03-17
Bob Garcia,418.92,A,2021-01-29
Charlie Rodriguez,233.22,C,2022-03-13
Frank Davis,255.17,B,2022-01-07
Judy Brown,755.38,A,2022-11-28
Frank Davis,712.53,C,2023-04-09
Judy Smith,681.67,A,2021-06-19
Grace Miller,985.41,A,2026-07-10
Alice Davis,724.97,B,2023-12-16
Bob Brown,171.69,D,2026-04-07
Grace Davis,362.58,D,2026-05-29
Ivan Rodriguez,45.23,A,2020-07-08
Grace Rodriguez,26.57,A,2020-07-13
Frank Garcia,232.62,D,2021-11-27
Charlie Wilson,915.98,B,2022-11-10
Alice Johnson,756.51,D,2023-10-05
Charlie Jones,134.09,A,2025-06-22
Diana Davis,281.11,A,2020-07-02
Frank Garcia,886.85,B,2023-12-14
Judy Smith,451.04,D,2023-01-08
Bob Wilson,498.2,A,2026-02-11
Ivan Miller,782.88,B,2022-09-29
Bob Brown,485.16,A,2024-01-27
Alice Johnson,8.38,A,2023-09-15
Alice Johnson,481.23,C,2022-12-29
Heidi Jones,800.06,C,2026-01-18
Diana Brown,806.77,D,2024-11-11
Heidi Jones,858.67,C,2022-08-02
Alice Davis,954.7,D,2022-10-01
Alice Williams,579.37,B,2026-07-07
Judy Rodriguez,6.7,B,2026-02-27
Charlie Smith,973.21,B,2025-05-06
Frank Johnson,445.78,A,2021-03-13
Heidi Williams,547.8,B,2026-02-24
Charlie Wilson,253.99,B,2025-11-13
Frank Davis,257.89,A,2023-03-09
Grace Wilson,125.86,D,2023-03-30
Eve Miller,363.4,B,2024-06-30
Judy Williams,9.62,B,2021-07-06
Heidi Brown,272.51,D,2020-03-15
Heidi Brown,595.24,D,2026-03-25
Bob Williams,460.44,C,2023-10-21
Grace Davis,197.38,C,2026-10-24
Diana Williams,712.21,C,2021-08-28
Ivan Johnson,902.3,A,2025-02-22
Bob Wilson,130.03,A,2024-12-31
Alice Williams,281.08,D,2024-12-23
Alice Smith,362.72,A,2020-12-19
Eve Williams,523.22,D,2026-06-06
Judy Wilson,377.19,C,2022-02-28
Eve Wilson,597.67,D,2025-08-18
Ivan Jones,354.97,C,2020-02-05
Ivan Garcia,603.93,C,2022-05-11
Grace Miller,787.93,B,2021-08-30
Alice Brown,374.29,C,2023-04-01
Heidi Garcia,124.51,D,2025-10-19
Bob Smith,410.32,B,2024-01-08
Grace Brown,930.33,D,2023-07-02
Diana Wilson,712.67,A,2026-02-24
Eve Williams,26.94,D,2026-01-04
Eve Jones,580.4,A,2023-06-09
Charlie Smith,162.79,D,2022-11-28
Alice Miller,246.33,A,2024-03-16
Eve Miller,175.7,C,2023-05-12
Eve Smith,449.28,A,2026-04-15
Heidi Jones,229.9,A,2022-03-28
Grace Johnson,87.78,C,2023-08-03
Frank Davis,958.63,C,2024-08-31
Charlie Jones,878.41,B,2026-06-11
Diana Smith,865.63,A,2024-10-08
Heidi Wilson,798.35,D,2022-06-19
Judy Johnson,474.09,D,2022-10-15
Judy Rodriguez,896.25,A,2026-03-15
Alice Williams,743.27,C,2020-08-01
Eve Williams,511.96,A,2026-09-11
Heidi Williams,864.8,D,2020-04-02
Grace Brown,779.15,A,2023-08-22
Diana Jones,302.58,A,2025-06-07
Heidi Williams,315.82,D,2023-03-07
Charlie Davis,143.76,D,2023-06-24
Judy Brown,174.71,A,2026-03-05
Judy Smith,109.18,A,2020-07-09
Heidi Wilson,718.81,B,2021-06-01
Ivan Garcia,504.54,D,2021-08-22
Ivan Miller,531.82,B,2024-07-11
Grace Miller,660.36,A,2023-06-13
Eve Davis,247.74,C,2023-11-30
Ivan Davis,20.37,C,2026-08-06
Grace Smith,128.81,B,2021-03-30
Frank Smith,987.96,B,2022-05-04
Charlie Rodriguez,417.06,A,2021-12-10
Charlie Davis,956.86,B,2026-03-19
Ivan Miller,383.91,C,2023-10-07
Alice Jones,156.2,A,2021-05-26
Charlie Jones,252.61,A,2025-07-14
Ivan Williams,882.0,B,2024-12-10
Diana Wilson,871.34,A,2026-02-11
Bob Johnson,33.09,A,2024-01-09
Ivan Garcia,505.71,C,2026-07-09
Alice Brown,766.07,B,2022-01-17
Bob Rodriguez,308.81,B,2023-06-17
Charlie Williams,393.02,B,2020-12-17
Judy Davis,504.17,A,2025-07-15
Ivan Wilson,225.77,B,2025-12-16
Heidi Miller,217.7,C,2025-11-13
Grace Smith,76.72,D,2022-09-27
Ivan Johnson,814.54,D,2022-09-02
Alice Smith,381.51,A,2022-05-02
Frank Brown,109.23,A,2026-05-06
Grace Wilson,241.37,C,2020-12-21
Diana Garcia,33.36,C,2026-11-10
Heidi Davis,0.03,A,2020-05-06
Frank Wilson,147.89,D,2022-10-25
Ivan Williams,212.92,D,2023-12-07
Frank Jones,273.93,B,2020-02-06
Ivan Wilson,416.73,B,2026-02-15
Bob Williams,898.98,A,2022-12-01
Eve Garcia,997.24,B,2025-07-03
Ivan Miller,328.93,D,2022-04-19
Grace Davis,616.91,B,2020-03-16
Bob Miller,295.58,A,2025-07-04
Judy Williams,473.17,B,2023-07-25
Judy Davis,573.19,C,2025-10-11
